annotation_id,_iter,confirmed_task,Reasoning,Variables,Template,A1,A2
effb9df8-3b3f-4349-8033-f79ba1587a4d,911,Find a projector which accepts crypto currency as payment.,"Projector is a product type. Crypto currency is a payment method. So, I need to remove them.","var1: projector, var2: crypto currency",Find a [var1] which accepts [var2] as payment.,Find a product which accepts a payment method as payment.,Find a projector which accepts a payment method as payment.
8aae9804-0765-4e14-ab71-4dc13ada32f7,912,Find camping tents that can fit 6 people and sort the results by price from low to high.,"Camping tents is a product type. 6 is a number. Price from low to high is a sorting preference. So, I need to remove them.","var1: camping tents, var2: 6, var3: price from low to high",Find [var1] that can fit [var2] people and sort the results by [var3].,Find tents that can fit people and sort the results,Find tents that can fit people and sort the results by price from low to high
932c0ec6-d500-495a-a7a7-0f632acbf6a5,913,Browse camping stoves that have an auto ignition feature.,"Camping stoves is a product category. Auto ignition is a feature. So, I need to remove them.","var1: camping stoves, var2: auto ignition",Browse [var1] that have an [var2] feature.,Browse products that have a feature.,Browse stoves that have an auto ignition feature.
ad0369b6-cfd5-4555-bb4f-d84a942be555,914,Order the cheapest climbing shoes in today's deals.,"Cheapest is a specific quality. Climbing shoes is a product type. Today's deals is a time-related offer. So, I need to remove them.","var1: cheapest, var2: climbing shoes, var3: today's deals",Order the [var1] [var2] in [var3].,Order shoes,Order the cheapest shoes in today's deals
0f9dd411-f3ab-494e-8a3a-5dc9a908f4ee,915,Locate the cvs pharmacy nearest to zip code 45201 that provides hair loss evaluation and treatment.,"CVS Pharmacy is a brand name. Zip code 45201 is a location. Hair loss evaluation and treatment is a specific service. So, I need to remove them.","var1: CVS Pharmacy, var2: 45201, var3: hair loss evaluation and treatment",Locate the [var1] pharmacy nearest to zip code [var2] that provides [var3].,Locate the nearest pharmacy that provides evaluation and treatment services.,Locate the nearest pharmacy that provides hair loss evaluation and treatment.
e84111f2-5193-421e-877a-9af8418b558a,916,"Find a gaming desktop with an rtx4000 GPU, available in stock.","Gaming desktop is a type of product but it's necessary to keep it to preserve the meaning of the task. rtx4000 GPU is a specific product feature. ""Available in stock"" is a condition but it's a common phrase that doesn't specify a particular variable, so it can be kept to preserve the meaning of the task.",var1: rtx4000 GPU,"Find a gaming desktop with an [var1], available in stock.",Find a gaming desktop available in stock,"Find a gaming desktop with a GPU, available in stock"
8d0eda4b-7a6e-45a4-bd8c-59fd3da58676,917,Find a one-way flight ticket from Addis Ababa to Accra on April 14 and book the cheaper economy ticket.,"Addis Ababa and Accra are places. April 14 is a date. ""one-way"" and ""economy"" specify the type of ticket, so they should be removed to fully generalize the task.","var1: Addis Ababa, var2: Accra, var3: April 14, var4: one-way, var5: economy",Find a [var4] flight ticket from [var1] to [var2] on [var3] and book the cheaper [var5] ticket.,Find a flight ticket and book the cheaper ticket,Find a one-way flight ticket from Addis Ababa to Accra on April 14 and book the cheaper ticket
2089ee5c-1ccd-495e-9a80-f62e129554ed,918,What are the deals in California,"California is a place. So, I need to remove it.",var1: California,What are the deals in [var1],What are the deals,What are the deals in California
240952bd-853b-4653-a358-49c2784cf568,919,"Find a train scheduled between Chicago to Los Angeles for the next day, and if a southwest chief train is available, then print the route details.","Chicago and Los Angeles are places. The next day is a time reference. Southwest Chief is a specific train name. So, I need to remove them.","var1: Chicago, var2: Los Angeles, var3: the next day, var4: Southwest Chief","Find a train scheduled between [var1] to [var2] for [var3], and if a [var4] train is available, then print the route details.",Find a train scheduled for the next day and print the route details if available.,Find a train scheduled between Chicago to Los Angeles for the next day and print the route details if a Southwest Chief train is available.
581da9fe-4d75-42a7-b138-9b287a153575,920,"Find a pair of mens running shoes in black, size 7 extra wide, 4+ stars and under $50 and add them to my cart","Mens is a specific category. Running shoes is a product type. Black is a color. Size 7 extra wide is a specific size. 4+ stars is a rating. Under $50 is a price range. So, I need to remove them.","var1: mens, var2: running shoes, var3: black, var4: size 7 extra wide, var5: 4+ stars, var6: under $50","Find a pair of [var1] [var2] in [var3], [var4], [var5] and [var6] and add them to my cart",Find a pair of shoes and add them to my cart,Find a pair of shoes with 4+ stars and under $50 and add them to my cart
5f2c3149-1820-4632-bfdb-3cf4615de2cc,921,Browse dog food for puppies that is rated at least 4 stars and sort the results by price from low to high.,"Dog food for puppies is a product category. 4 stars is a rating. Price from low to high is a sorting preference. So, I need to remove them.","var1: dog food for puppies, var2: 4 stars, var3: price from low to high",Browse [var1] that is rated at least [var2] and sort the results by [var3].,Browse products that are rated and sort the results.,Browse dog food for puppies and sort the results by price from low to high.
851998b2-fda2-4bd4-a822-f1871a9fde12,922,Browse the list of action figure items available for pre order.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. It is already generic.",None,Browse the list of [var1] items available for [var2].,Browse the list of items available for pre order,Browse the list of action figure items available for pre order
644b7bed-b5fb-4090-b04f-a669d41ac93a,923,"Find the schedule of the East Boston ferry, check connections, and fares  and download the pdf schedule.","The term ""East Boston ferry"" refers to a specific ferry service. ""East Boston"" is a place and ""ferry"" could be considered a type of service. However, ""ferry"" is necessary to preserve the meaning of the task, as it specifies the type of schedule being sought. ""pdf"" refers to a specific file format, which is not essential to the core action of finding and checking the schedule.","var1: East Boston, var2: pdf","Find the schedule of the [var1] ferry, check connections, and fares and download the [var2] schedule.","Find the ferry schedule, check connections, and fares and download the schedule.","Find the schedule of the East Boston ferry, check connections, and fares and download the schedule."
8f41d9db-29fd-4c1b-9cbd-0f74fecdf520,924,Show information about careers with MBTA and signup for customer service job alerts. Name: James Smith. Email: abc@abc.com,Name: James Smith is a person's name. Email: abc@abc.com is an email address. These are specific variables that need to be removed to generalize the task description.,"var1: James Smith, var2: abc@abc.com",Show information about careers with MBTA and signup for customer service job alerts. Name: [var1]. Email: [var2].,Show information about careers with MBTA and signup for customer service job alerts.,Show information about careers with MBTA and signup for customer service job alerts.
9223ed29-5abb-4f4d-8108-1c3a584a7017,925,Find information about reduced bus fares.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description.",,Find information about reduced bus fares,Find information about reduced bus fares,Find information about reduced bus fares
9e44c63b-2c7a-445c-b9c4-6580f4271268,926,"Track the status of a rebate for Monty Lue, house number 4847, zip code 10019","Monty Lue is a name. 4847 is a house number. 10019 is a zip code. So, I need to remove them.","var1: Monty Lue, var2: 4847, var3: 10019","Track the status of a rebate for [var1], house number [var2], zip code [var3]",Track the status of a rebate,"Track the status of a rebate for house number 4847, zip code 10019"
716ed90e-a138-452e-b5b5-167911871fda,927,find Playstation gift card of $10.,"Playstation is a product name. $10 is an amount. So, I need to remove them.","var1: Playstation, var2: $10",find [var1] gift card of [var2].,find gift card,find gift card of $10
7685e8ad-3989-4316-85dd-746fac2956be,928,"Look for a recently posted part-time Job in Gamestop stores in Fresno, California, and apply.","Gamestop is a company name. Part-time is a job type. Fresno, California is a place. So, I need to remove them.","var1: Gamestop, var2: part-time, var3: Fresno, California","Look for a recently posted [var2] Job in [var1] stores in [var3], and apply.",Look for a recently posted job and apply,Look for a recently posted part-time job in stores and apply
1efdcd9d-ebc6-4bb7-8823-e54dfe25f409,929,"book a reservation for three guest on April 5th, 5pm in Alinea restaurant, Chicago, IL","Three is a number specifying the number of guests. April 5th is a date. 5pm is a time. Alinea restaurant is a product name (in this case, the name of a restaurant). Chicago, IL is a place. So, I need to remove them.","var1: three, var2: April 5th, var3: 5pm, var4: Alinea restaurant, var5: Chicago, IL","Book a reservation for [var1] guest on [var2], [var3] in [var4], [var5]",Book a reservation,"Book a reservation for 5pm in Alinea restaurant, Chicago, IL"
61fa0552-66ac-4572-95f2-800537cfee7b,930,"check restaurant with delivery service available 6pm on Mar 25th in Detroit, MI.","6pm is a time. Mar 25th is a date. Detroit, MI is a place. So, I need to remove them.","var1: 6pm, var2: Mar 25th, var3: Detroit, MI",Check restaurant with delivery service available [var1] on [var2] in [var3].,Check restaurant with delivery service available,Check restaurant with delivery service available at 6pm on Mar 25th
6e565708-43e2-492b-9f1d-25d51387dcf7,931,"Find pizza serving restaurants for pick up in Chicago, sufficient for 10 people on March 30, 8:15 PM from a joint which also offers dining package.","Pizza is a type of food. Chicago is a place. 10 is a number. March 30 is a date. 8:15 PM is a time. Dining package is a specific service. So, I need to remove them.","var1: pizza, var2: Chicago, var3: 10, var4: March 30, var5: 8:15 PM, var6: dining package","Find [var1] serving restaurants for pick up in [var2], sufficient for [var3] people on [var4], [var5] from a joint which also offers [var6].","Find restaurants for pick up, sufficient for people from a joint which also offers a package.","Find pizza serving restaurants for pick up in Chicago, sufficient for people on March 30, 8:15 PM from a joint which also offers a package."
aeace1e7-0460-4f4e-99fb-2a8c867b97ef,932,Show me the highest rated Last-Minute Flights & Car Rentals,"Last-Minute Flights & Car Rentals is a product name. So, I need to remove it.",var1: Last-Minute Flights & Car Rentals,Show me the highest rated [var1],Show me the highest rated options,Show me the highest rated options
afa1f70c-c0ff-4e4d-a5c2-0c0d292ee066,933,find cruise deals to Europe this summer that includes airfare and are all-inclusive.,"Europe is a place. Summer is a time of the year. So, I need to remove them.","var1: Europe, var2: summer",Find cruise deals to [var1] this [var2] that includes airfare and are all-inclusive.,Find cruise deals that include airfare and are all-inclusive,Find cruise deals to Europe that include airfare and are all-inclusive
b770af80-75f0-470c-8797-1466d90c35ce,934,Get the cheapest last-minute pet-friendly road trip hotel deal in May for a single person with a pet and book.,"May is a time reference. Pet-friendly is a specific type of accommodation. Cheapest and last-minute are descriptive attributes. Single person is a number and a descriptor of the traveler. So, I need to remove them.","var1: cheapest, var2: last-minute, var3: pet-friendly, var4: May, var5: single person",Get the [var1] [var2] [var3] road trip hotel deal in [var4] for a [var5] with a pet and book.,Get a road trip hotel deal for a person with a pet and book,Get a road trip hotel deal in May for a person with a pet and book
7a698566-2a8f-4d9d-9da9-17288b66917f,935,"Find hotels in Tokyo for two adults and one child, with a budget of $500 per night for 2 nights starting on May 5th.","Tokyo is a place. Two adults and one child specify the number and type of guests. $500 is a budget amount. 2 nights is a duration. May 5th is a date. So, I need to remove them.","var1: Tokyo, var2: two adults and one child, var3: $500, var4: 2 nights, var5: May 5th","Find hotels in [var1] for [var2], with a budget of [var3] per night for [var4] starting on [var5].",Find hotels,"Find hotels for two adults and one child, with a budget per night for 2 nights starting on a date"
8c5ccffa-b88e-4928-9394-6d46cfd36e59,936,What are today's Limited Time Offers deals?,"Today's is a time reference. Limited Time Offers is a type of deal. So, I need to remove them.","var1: today's, var2: Limited Time Offers",What are [var1] [var2] deals?,What are the deals?,What are today's deals?
9a5aa299-e77d-44ca-ab0f-f6fd83e3fde1,937,"Find the cheapest and highest-rated hotel in the Navi Mumbai area of Mumbai, India, on April 12 for just one day.","The cheapest and highest-rated are descriptions of quality and do not specify a particular hotel, so they are not variables. Navi Mumbai is a specific area within Mumbai, India, which is a place. April 12 is a date. One day is a duration. So, I need to remove them.","var1: Navi Mumbai, var2: Mumbai, India, var3: April 12, var4: one day","Find the cheapest and highest-rated hotel in the [var1] area of [var2], on [var3] for just [var4].",Find the cheapest and highest-rated hotel,"Find the cheapest and highest-rated hotel in the Navi Mumbai area of Mumbai, India, for just one day"
dc636898-246e-4b08-9978-6a6dc1b20320,938,Show mattresses available with Amazon Basics and Follow the store.,"Amazon Basics is a product brand. There are no specific variables such as place, date, or number that need to be removed to preserve the general meaning of the task.",var1: Amazon Basics,Show mattresses available with [var1] and Follow the store.,Show mattresses available and Follow the store,Show mattresses available with Amazon Basics and Follow the store
11344944-81ef-4fde-82b7-7e9724fc96f1,939,Browse the list of discussion forums for games I own.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description.",,Browse the list of discussion forums for games I own.,Browse the list of discussion forums for games I own.,Browse the list of discussion forums for games I own.
2159d768-6657-40af-b336-ad5726fec1e2,940,Add to my wishlist the top rated JRPG game.,"JRPG is a genre of game. So, I need to remove it.",var1: JRPG,Add to my wishlist the top rated [var1] game,Add to my wishlist the top rated game,Add to my wishlist the top rated game
0fb36232-0d2a-4115-9012-99dbaad25a5e,941,Find one-way flights from New York to Toronto.,"New York and Toronto are places. one-way is a type of flight. So, I need to remove them.","var1: New York, var2: Toronto, var3: one-way",Find [var3] flights from [var1] to [var2].,Find flights,Find one-way flights from New York to Toronto
93d0190f-ff39-4b69-82fc-58cddac42006,942,Find the safety rating for 2012 Honda Civic,"The year 2012 is a date. Honda Civic is a product name. So, I need to remove them.","var1: 2012, var2: Honda Civic",Find the safety rating for [var1] [var2],Find the safety rating for a car,Find the safety rating for Honda Civic
988ff1b8-c9e8-44af-a729-33f0e99c9dbf,943,"Show cars with AWD with maximum budget of $50,000.","AWD is a feature of cars. $50,000 is a budget amount. So, I need to remove them.","var1: AWD, var2: $50,000",Show cars with [var1] with maximum budget of [var2].,Show cars,"Show cars with a maximum budget of $50,000"
9dfba9af-d79e-4a75-83b4-0f85ab04c2e6,944,Get a price quote for new Kia Carnival for 11101.,"Kia Carnival is a product name. 11101 is a postal code, which represents a place. So, I need to remove them.","var1: Kia Carnival, var2: 11101",Get a price quote for new [var1] for [var2].,Get a price quote for a new car,Get a price quote for a new car for 11101
cd8f1f63-f6c3-4b1b-9ec9-3b13b9f0386c,945,Read the 1 star reviews of DayQuil Severe Cough Liquicaps.,"1 star is a rating. DayQuil Severe Cough Liquicaps is a product name. So, I need to remove them.","var1: 1 star, var2: DayQuil Severe Cough Liquicaps",Read the [var1] reviews of [var2].,Read the reviews,Read the reviews of DayQuil Severe Cough Liquicaps
d29e8a14-ee66-4330-b282-09cb1955aad0,946,Browse the weekly ad in List View.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. It is already generic.",,Browse the weekly ad in List View.,Browse the weekly ad in List View.,Browse the weekly ad in List View.
e638beb6-059f-40ea-8653-929221e997db,947,Find a comprehensive health screening for women in 10003.,"Women is a demographic group. 10003 is a postal code. So, I need to remove them.","var1: women, var2: 10003",Find a comprehensive health screening for [var1] in [var2],Find a comprehensive health screening,Find a comprehensive health screening in 10003
92cfe78f-0385-4ef6-b829-ae34291e766f,948,Find an LED TV below $1000.,"LED TV is a product type. $1000 is a price. So, I need to remove them.","var1: LED TV, var2: $1000",Find an [var1] below [var2].,Find a TV below a certain price.,Find an LED TV below a certain price.
74e653f0-aeea-4f01-8d80-c5846fae0c1c,949,"Show the Recommended Gaming PCs for someone who plays Fortnite, Overwatch and GTA V at 4k","Gaming PCs is a category but not a variable. Fortnite, Overwatch, and GTA V are product names. 4k is a specification. So, I need to remove them.","var1: Fortnite, var2: Overwatch, var3: GTA V, var4: 4k","Show the Recommended Gaming PCs for someone who plays [var1], [var2] and [var3] at [var4]",Show the Recommended Gaming PCs,Show the Recommended Gaming PCs for 4k gaming
29f639c1-20da-46a6-b9c5-bbec77ac3c03,950,Open community discussions for Dota 2 game and open latest topic.,"Dota 2 is a product name. So, I need to remove it.",var1: Dota 2,Open community discussions for [var1] game and open latest topic.,Open community discussions for the game and open latest topic,Open community discussions for Dota 2 game and open latest topic
3236b068-8eaf-4a39-913f-b71884a35c39,951,Show me the most played games sorted by daily player count.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. It is already a generalized request.",,Show me the most played games sorted by daily player count.,Show me the most played games sorted by daily player count.,Show me the most played games sorted by daily player count.
3bb1c925-71ef-4713-a139-a3be65f8a7a5,952,Show reviews for Fallout 4 and mark the first one as helpful.,"Fallout 4 is a product name. So, I need to remove it.",var1: Fallout 4,Show reviews for [var1] and mark the first one as helpful.,Show reviews and mark the first one as helpful.,Show reviews for a game and mark the first one as helpful.
3c9442f9-5542-4395-918a-6551dbba3e3a,953,Show Massively Multiplayer games which can be played on VR.,"Massively Multiplayer is a genre of games. VR is a platform. So, I need to remove them.","var1: Massively Multiplayer, var2: VR",Show [var1] games which can be played on [var2].,Show games,Show games which can be played on VR
3d83f3de-58f2-4aba-9b02-4a230d35a4ef,954,Find the highest rated adventure game available for early access.,"Adventure game is a genre. Early access is a release status. So, I need to remove them.","var1: adventure, var2: early access",Find the highest rated [var1] game available for [var2].,Find the highest rated game available,Find the highest rated game available for early access
5ea9ec16-845e-4a99-8848-fd96e8bad254,955,Find flights from Los Angeles to Miami for two people departing on July 1st and returning on July 7th.,"Los Angeles and Miami are places. Two is a number. July 1st and July 7th are dates. So, I need to remove them.","var1: Los Angeles, var2: Miami, var3: two, var4: July 1st, var5: July 7th",Find flights from [var1] to [var2] for [var3] people departing on [var4] and returning on [var5].,Find flights for people departing and returning,Find flights from Los Angeles to Miami for people departing and returning
e4cf5835-4726-4a84-bc8f-5023e95ddec9,956,search for SkyMiles domestic Award Deals from Philadelphia to Atlanta.,"SkyMiles is a loyalty program name. Domestic Award Deals is a product name. Philadelphia and Atlanta are places. So, I need to remove them.","var1: SkyMiles, var2: Domestic Award Deals, var3: Philadelphia, var4: Atlanta",search for [var1] [var2] from [var3] to [var4],search for Award Deals,search for Award Deals from Philadelphia to Atlanta
e783cb30-26d8-45b8-b3d3-04570566bd32,957,Check Flight status on 21 April for flight number DL145.,"21 April is a date. DL145 is a flight number. So, I need to remove them.","var1: 21 April, var2: DL145",Check Flight status on [var1] for flight number [var2].,Check Flight status,Check Flight status for flight number DL145
e92a2c89-3310-434b-9543-a0d896881bb9,958,Find premium car in Brooklyn for a day.,"Premium is a type of product quality. Car is a product. Brooklyn is a place. A day is a time duration. So, I need to remove them.","var1: premium, var2: car, var3: Brooklyn, var4: a day",Find [var1] [var2] in [var3] for [var4].,Find a vehicle for a period of time,Find a vehicle in Brooklyn for a day
56cfe20a-f008-48d3-b683-002ce7790616,959,"Find cheapest luxury car rental in New York for two with pickup from JFK airport at 9am, April 3 and drop off at JFK on 6pm, April 6","Luxury is a type of car rental service. New York is a place. Two is a number. JFK airport is a specific location. 9am and 6pm are times. April 3 and April 6 are dates. So, I need to remove them.","var1: luxury, var2: New York, var3: two, var4: JFK airport, var5: 9am, var6: April 3, var7: 6pm, var8: April 6","Find cheapest [var1] car rental in [var2] for [var3] with pickup from [var4] at [var5], [var6] and drop off at [var4] on [var7], [var8]",Find cheapest car rental with pickup and drop off at the airport,Find cheapest luxury car rental in New York for two with pickup and drop off at JFK airport
c9740663-a6aa-4aee-919a-330a9f2b3091,960,"Find highest rated room for one adult in Los Angeles, CA between May 7 to May 14 which offers senior discount, free breakfast, is pet friendly and has a pool","Los Angeles, CA is a place. May 7 to May 14 is a date range. one is a number. The rest of the details are specific amenities and discounts that are part of the search criteria and do not represent variables that need to be removed to preserve the meaning of the task.","var1: Los Angeles, CA, var2: May 7 to May 14, var3: one","Find highest rated room for [var3] adult in [var1] between [var2] which offers senior discount, free breakfast, is pet friendly and has a pool","Find highest rated room which offers senior discount, free breakfast, is pet friendly and has a pool","Find highest rated room for one adult which offers senior discount, free breakfast, is pet friendly and has a pool"
2742f638-cf66-4c72-a6a6-69f2a12bc269,961,Search for a flight on May 9 and return on May 16 from Tel Aviv to Venice with plus type fare option.,"May 9 and May 16 are dates. Tel Aviv and Venice are places. Plus type fare option is a specific fare class. So, I need to remove them.","var1: May 9, var2: May 16, var3: Tel Aviv, var4: Venice, var5: plus type",Search for a flight on [var1] and return on [var2] from [var3] to [var4] with [var5] fare option.,Search for a flight and return flight,Search for a flight from Tel Aviv to Venice with a fare option
3e50b35f-7af9-4835-a741-158c2d941722,962,"Find the cheapest room for Athens, Attica, Greece 1 Apr 2023 - 3 Apr 2023, 2 nights, 1 Room, 1 Adult","Athens, Attica, Greece is a place. 1 Apr 2023 - 3 Apr 2023 is a date range. 2 nights is a duration. 1 Room and 1 Adult are quantities. So, I need to remove them.","var1: Athens, Attica, Greece, var2: 1 Apr 2023 - 3 Apr 2023, var3: 2 nights, var4: 1 Room, var5: 1 Adult","Find the cheapest room for [var1] [var2], [var3], [var4], [var5]",Find the cheapest room,"Find the cheapest room for 2 nights, 1 Room, 1 Adult"
9f76268f-9a4e-4eab-ab2c-262d2fe7bdee,963,Browse crossbows on sale with limited stock.,"The phrase ""on sale with limited stock"" suggests a specific condition of the crossbows being browsed, but it does not contain a specific variable such as a place, date, product name, etc. Therefore, there are no variables to remove to create a simplified task description.",,Browse crossbows on sale with limited stock.,Browse crossbows on sale with limited stock.,Browse crossbows on sale with limited stock.
a4397261-95a5-4d57-a531-6082b2af8ac3,964,Find a black sleeping pad that is under $40.,"Black is a color. $40 is a price. So, I need to remove them.","var1: black, var2: $40",Find a [var1] sleeping pad that is under [var2].,Find a sleeping pad that is under a certain price,Find a sleeping pad that is under $40
92ba0696-bc54-41c9-8ddf-1a2f44420c6f,965,Plan an accessible trip from empire state building to little Caribbean with least walking,"Empire State Building is a specific location. Little Caribbean is a specific destination. So, I need to remove them.","var1: Empire State Building, var2: Little Caribbean",Plan an accessible trip from [var1] to [var2] with least walking,Plan an accessible trip with least walking,Plan an accessible trip from Empire State Building to Little Caribbean with least walking
4a9a05f8-6c23-46c5-bb38-eec63a477475,966,"Find adults only, airfare included vacations in Mexico during the month of May","Adults only is a specific type of vacation. Airfare included is a feature of the vacation package. Mexico is a place. May is a time frame. So, I need to remove them.","var1: adults only, var2: airfare included, var3: Mexico, var4: May","Find [var1], [var2] vacations in [var3] during the month of [var4]",Find vacations,Find vacations in Mexico during the month of May
4e44e7b6-3d2a-4ca2-870a-edc9e9751d5d,967,Find the cheapest last minute cruise deal,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. The terms ""cheapest"" and ""last minute"" are descriptors that do not refer to specific variables but rather to general criteria for the search.",,Find the cheapest last minute cruise deal,Find the cheapest last minute cruise deal,Find the cheapest last minute cruise deal
06ed65ba-d2d3-4114-a67f-4622ec357aa3,968,Find the empire builder route in West US part of heartland and check the Minnesota stop.,"The empire builder route is a specific train route. West US part of heartland is a general location. Minnesota is a place. So, I need to remove them.","var1: empire builder, var2: West US part of heartland, var3: Minnesota",Find the [var1] route in [var2] and check the [var3] stop.,Find the train route and check the stop,Find the train route and check the Minnesota stop
0b70e49b-2759-4276-ad4f-471e405544b9,969,View all conductor trainee job openings in Amtrak New York and apply to the latest job.,"Conductor trainee is a specific job title. Amtrak is a company name. New York is a place. So, I need to remove them.","var1: conductor trainee, var2: Amtrak, var3: New York",View all [var1] job openings in [var2] [var3] and apply to the latest job.,View all job openings and apply to the latest job,View all job openings in New York and apply to the latest job
1d9c6a43-eeb3-40ec-8617-d09a68fb0fb3,970,Show me routes from NYP to WAS on May 15th.,"NYP and WAS are station codes. May 15th is a date. So, I need to remove them.","var1: NYP, var2: WAS, var3: May 15th",Show me routes from [var1] to [var2] on [var3].,Show me routes,Show me routes on May 15th
14be9a2b-5559-423b-8362-4dccf306992e,971,"Find rail for Oyster Bay, Provincetown.","Oyster Bay and Provincetown are places. So, I need to remove them.","var1: Oyster Bay, var2: Provincetown","Find rail for [var1], [var2]",Find rail,Find rail for Provincetown
408cc1bd-0a76-4bad-b5f4-11db4405047f,972,Plan a trip from Boston Logan Airport to North Station.,"Boston Logan Airport is a specific location. North Station is also a specific location. So, I need to remove them.","var1: Boston Logan Airport, var2: North Station",Plan a trip from [var1] to [var2],Plan a trip,Plan a trip from the airport to the station
41ff100f-582a-422e-b387-3abd9008cee4,973,Open red line subway schedule.,"Red line is a specific line name. So, I need to remove it.",var1: Red line,Open [var1] subway schedule,Open subway schedule,Open subway schedule
4ff347e6-e911-4af5-8151-7805a9e91b28,974,Show current alerts for red line subway.,Red line is a specific line name. Subway is a general term and does not need to be removed.,var1: red line,Show current alerts for [var1] subway.,Show current alerts for subway,Show current alerts for red line subway
504c0c6b-7e78-4bfa-ae3f-00f8e59c3693,975,"Find a parking lot in Gloucester and book a ride from there to North Plymouth on April 28, 2:30 pm, view the map to understand the route better.","Gloucester and North Plymouth are places. April 28 is a date. 2:30 pm is a time. So, I need to remove them.","var1: Gloucester, var2: North Plymouth, var3: April 28, var4: 2:30 pm","Find a parking lot in [var1] and book a ride from there to [var2] on [var3], [var4], view the map to understand the route better.","Find a parking lot and book a ride, view the map to understand the route better.","Find a parking lot in Gloucester and book a ride from there to North Plymouth, view the map to understand the route better."
8e4dbb21-de6c-4b9a-8bd1-97fc6b1fe3c0,976,Find a wedding venue in Venice Beach California  in June for 100 guests.,"Venice Beach California is a place. June is a date. 100 is a number. So, I need to remove them.","var1: Venice Beach California, var2: June, var3: 100",Find a wedding venue in [var1] in [var2] for [var3] guests,Find a wedding venue,Find a wedding venue in June for 100 guests
8eef04e2-3d51-4a0e-84f2-db017a69050b,977,Get the Promo Code for Spring Break Savings and packages.,Spring Break is a specific time period. Savings and packages are too vague and could be considered variables as they might refer to specific deals.,"var1: Spring Break, var2: Savings and packages",Get the Promo Code for [var1] [var2],Get the Promo Code,Get the Promo Code for Spring Break
acc13b3d-0585-4cbe-a2b1-30c6e25517fa,978,Shop for a Four Points by Sheraton gift card of value 150 dollars with Marriott deluxe box and add it to the cart in the name of Clara from James with a happy Christmas message and checkout.,"Four Points by Sheraton is a product name. 150 dollars is a value. Marriott deluxe box is a product detail. Clara and James are names. Happy Christmas is a message content. So, I need to remove them.","var1: Four Points by Sheraton, var2: 150 dollars, var3: Marriott deluxe box, var4: Clara, var5: James, var6: Happy Christmas",Shop for a [var1] gift card of value [var2] with [var3] and add it to the cart in the name of [var4] from [var5] with a [var6] message and checkout.,Shop for a gift card with a box and add it to the cart with a message and checkout,Shop for a gift card of value 150 dollars with a deluxe box and add it to the cart with a message and checkout
63388e25-a4a3-416d-bc9b-bb915fbca977,979,"Find popular free online fashion class events occurring this weekend in English, find details of the top result event,  save the event  and follow the organizer of this event.","Fashion is a specific category. Free is a condition. Online is a mode. English is a language. This weekend is a time frame. Top result event is a specific event. So, I need to remove them.","var1: fashion, var2: free, var3: online, var4: English, var5: this weekend, var6: top result event","Find popular [var2] [var3] [var1] class events occurring [var5] in [var4], find details of the [var6], save the event and follow the organizer of this event.","Find popular class events, find details of the event, save the event and follow the organizer.","Find popular online class events in English, find details of the event, save the event and follow the organizer."
6b54b029-bff8-49a7-acca-c57163f14279,980,Find music events in Los Angeles today,"Music is a type of event. Los Angeles is a place. Today is a time reference. So, I need to remove them.","var1: music, var2: Los Angeles, var3: today",Find [var1] events in [var2] [var3],Find events,Find events in Los Angeles today
ea8737b0-0ff4-4476-b97d-5677d4f526dc,981,Find the highest-rated locksmith in San Francisco for a key extraction from a vehicle.,"Locksmith is a type of service. San Francisco is a place. Key extraction from a vehicle is a specific service. So, I need to remove them.","var1: locksmith, var2: San Francisco, var3: key extraction from a vehicle",Find the highest-rated [var1] in [var2] for a [var3].,Find the highest-rated service,Find the highest-rated locksmith for a service
09660a8d-b01d-4e93-9dd2-0b4af256bc80,982,Change the language to UK English and the currency to Euros,"The task description contains specific settings which are ""UK English"" as a language option and ""Euros"" as a currency option. These need to be removed to create a variable-free task description.","var1: UK English, var2: Euros",Change the language to [var1] and the currency to [var2],Change the language and the currency,Change the currency to Euros
3110612f-63fe-4a7a-98d0-29c806d6a34f,983,Find the Trains in Spain guide that will help you learn about Renfe fare types,"Trains in Spain is a general category but may imply a specific guide. Renfe is a product name or company name specific to Spain's national railway. Fare types is a general term but in this context, it is related to Renfe. So, I need to remove them.","var1: Trains in Spain, var2: Renfe",Find the [var1] guide that will help you learn about [var2] fare types,Find the guide that will help you learn about fare types,Find the guide that will help you learn about train fare types
